"","Max_temp_F","Min_temp_F","Max_VPD_kPa","Min_VPD_kPa","Precip_in","SM_1m_m3/m3","SM_20cm_m3/m3"
"2022-06-29 23:30:00",75.333,52.992,1.0088763362648,0.0284809272455508,0,0.359333333333333,0.2591875
"2022-06-30 23:30:00",77.335,47.422,1.14345225994015,0.026349598779327,0,0.359194444444444,0.258083333333333
"2022-07-01 23:30:00",76.114,49.737,0.857310218811073,0.0280806149660309,0,0.358916666666667,0.256930555555556
"2022-07-02 23:30:00",70.716,54.037,0.594271510681529,0.0433913528539772,0,0.358722222222222,0.255875
"2022-07-03 23:30:00",72.136,50.974,0.698862649073819,0.0398708749434244,0,0.358416666666667,0.255111111111111
"2022-07-04 23:30:00",78.076,48.137,1.54733218661625,0.022724152315862,0,0.358208333333333,0.253902777777778
"2022-07-05 23:30:00",78.559,52.509,0.858452443128762,0.0344226937494595,0.088,0.358069444444444,0.252930555555556
"2022-07-06 23:30:00",73.731,55.776,0.746294832277993,0.0268879940106109,0.008,0.357888888888889,0.25275
"2022-07-07 23:30:00",74.77,52.378,0.856048726415339,0.0280806149660309,0,0.357625,0.251666666666667
"2022-07-08 23:30:00",80.713,51.589,1.32421606541255,0.0253040131798762,0,0.357,0.250708333333333
"2022-07-09 23:30:00",83.467,53.209,1.36054453469359,0.029006586695567,0,0.35675,0.249152777777778
"2022-07-10 23:30:00",81.376,49.338,1.59658893554971,0.0486632320365135,0,0.356402777777778,0.247916666666667
"2022-07-11 23:30:00",91.589,55.213,2.48763499870054,0.0731477083432846,0,0.356,0.246847222222222
"2022-07-12 23:30:00",89.87,61.891,2.11288837728434,0.102376534603985,0,0.355819444444444,0.245319444444444
"2022-07-13 23:30:00",81.023,51.633,1.40175146685481,0.055694932739542,0,0.355291666666667,0.2445
"2022-07-14 23:30:00",83.736,49.87,1.56117783013228,0.0346847636105029,0,0.355013888888889,0.243208333333333
"2022-07-15 23:30:00",82.396,47.736,1.82445780261826,0.0292521797107323,0,0.355,0.241847222222222
"2022-07-16 23:30:00",73.256,53.035,0.687842245613575,0.0317500112631469,0,0.354625,0.240527777777778
"2022-07-17 23:30:00",75.074,54.43,1.06728725055153,0.119322797075518,0,0.354166666666667,0.239277777777778
"2022-07-18 23:30:00",78.996,49.649,1.31979819487912,0.0969187437378897,0,0.353986111111111,0.2375
"2022-07-19 23:30:00",88.075,52.772,1.87304940776509,0.0418649202662417,0,0.353652777777778,0.236125
"2022-07-20 23:30:00",92.104,56.944,2.68542681957746,0.0505971005961198,0,0.353236111111111,0.234875
"2022-07-21 23:30:00",82.665,52.072,1.29768981744507,0.0301830053782478,0,0.352777777777778,0.233805555555556
"2022-07-22 23:30:00",76.375,51.984,1.07719167623674,0.0405745536398477,0,0.352333333333333,0.232902777777778
"2022-07-23 23:30:00",77.639,50.709,1.0637534148129,0.0298866184157772,0,0.352041666666667,0.23175
"2022-07-24 23:30:00",87.483,51.413,1.93724669458543,0.0365227650356356,0,0.351638888888889,0.230444444444444
"2022-07-25 23:30:00",96.435,59.745,2.52628407796365,0.124388699134253,0,0.351138888888889,0.229347222222222
"2022-07-26 23:30:00",98.184,62.577,2.89740424324533,0.280016280534107,0,0.350486111111111,0.228652777777778
"2022-07-27 23:30:00",94.181,58.066,2.24366378251449,0.0830154687916654,0,0.349791666666667,0.233236111111111
"2022-07-28 23:30:00",94.753,60.647,2.19754824370516,0.0932071218586536,0,0.349319444444444,0.251444444444444
"2022-07-29 23:30:00",98.971,64.888,2.89528982807625,0.0826217884411424,0,0.348875,0.249902777777778
"2022-07-30 23:30:00",97.111,66.429,2.2698322795062,0.08917930312419,0,0.348416666666667,0.248597222222222
"2022-07-31 23:30:00",93.045,66.087,2.04789481521411,0.0635873137477986,0,0.348222222222222,0.247541666666667
"2022-08-01 23:30:00",87.118,58.669,1.58672368422538,0.0811455124047226,0,0.347791666666667,0.246222222222222
"2022-08-02 23:30:00",92.763,57.506,2.91321667307388,0.036509550439709,0,0.347194444444444,0.244694444444444
"2022-08-03 23:30:00",89.776,53.121,2.49441418028805,0.129320744062403,0,0.347,0.243055555555556
"2022-08-04 23:30:00",79.92,47.736,1.3974631454353,0.0293012521714834,0,0.346736111111111,0.241902777777778
"2022-08-05 23:30:00",84.452,50.092,1.86247782718653,0.0653664822541023,0,0.346375,0.240666666666667
"2022-08-06 23:30:00",89.823,51.94,2.26174255410008,0.159792482980895,0,0.346027777777778,0.239430555555556
"2022-08-07 23:30:00",94.658,59.358,2.67300049228141,0.273550643374652,0,0.345430555555556,0.238291666666667
"2022-08-08 23:30:00",82.396,51.678,1.34045874433592,0.0439090363070392,0,0.345180555555556,0.237569444444444
"2022-08-09 23:30:00",82.575,51.633,1.2985193685987,0.0300558059292804,0,0.344916666666667,0.237083333333333
"2022-08-10 23:30:00",80.051,55.819,1.30625876787599,0.0783637017871754,0,0.344388888888889,0.236166666666667
"2022-08-11 23:30:00",86.437,51.589,1.8429948101909,0.0362131259114769,0,0.343875,0.235347222222222
"2022-08-12 23:30:00",75.204,50.092,0.991488787093403,0.0326832411270512,0,0.343569444444444,0.234819444444444
"2022-08-13 23:30:00",82.665,49.116,1.55117722528804,0.0279715835568572,0,0.343194444444444,0.234069444444444
"2022-08-14 23:30:00",85.487,51.852,1.92994456464683,0.0430869573120019,0,0.342708333333333,0.233236111111111
"2022-08-15 23:30:00",85.802,53.341,2.0025569692724,0.0776922632016966,0,0.342138888888889,0.232611111111111
"2022-08-16 23:30:00",89.132,54.43,2.21277058136332,0.083089878348731,0,0.341833333333333,0.231819444444444
"2022-08-17 23:30:00",89.962,59.659,2.02484321482483,0.335401462610981,0,0.341375,0.231125
"2022-08-18 23:30:00",90.379,65.53,1.81985824977284,0.215949650519594,0,0.340902777777778,0.230597222222222
"2022-08-19 23:30:00",81.687,57.204,1.34204874137058,0.0432848823517416,0,0.340583333333333,0.230152777777778
"2022-08-20 23:30:00",78.165,56.469,0.990429923055805,0.0339583886768283,0.008,0.340083333333333,0.229763888888889
"2022-08-21 23:30:00",92.151,54.777,2.33403715079436,0.0577063985357126,0,0.339597222222222,0.229027777777778
"2022-08-22 23:30:00",89.776,55.558,2.43064720124309,0.211159882268153,0,0.339458333333333,0.228305555555556
"2022-08-23 23:30:00",85.127,55.081,1.83221425619624,0.0423791632783503,0,0.338916666666667,0.227861111111111
"2022-08-24 23:30:00",87.802,56.251,1.80582783825258,0.0568376562519404,0,0.338361111111111,0.227305555555556
"2022-08-25 23:30:00",89.823,57.204,1.87925038244257,0.0376085221907878,0,0.338069444444444,0.226944444444444
"2022-08-26 23:30:00",82.708,53.951,1.37796077851021,0.0351154665065915,0,0.337680555555556,0.226430555555556
"2022-08-27 23:30:00",73.558,55.256,0.99997831612707,0.104162983088851,0,0.337361111111111,0.226069444444444
"2022-08-28 23:30:00",78.121,48.227,1.45466297715701,0.0646707541897992,0,0.337166666666667,0.225458333333333
"2022-08-29 23:30:00",87.028,52.817,1.85339496761626,0.0993395269986834,0,0.3365,0.224611111111111
"2022-08-30 23:30:00",96.337,60.733,2.90314133634762,0.185333344005057,0,0.336097222222222,0.224166666666667
"2022-08-31 23:30:00",91.636,57.979,2.86100441656445,0.076432212848216,0,0.335652777777778,0.223847222222222
"2022-09-01 23:30:00",89.269,53.776,2.22629766111715,0.161290057216787,0,0.335194444444444,0.223305555555556
"2022-09-02 23:30:00",90.471,56.035,2.30471053778617,0.122834860651011,0,0.334930555555556,0.222847222222222
"2022-09-03 23:30:00",73.99,54.952,1.03798518884269,0.0493440960630076,0,0.334694444444444,0.222875
"2022-09-04 23:30:00",88.259,52.817,2.54093356085374,0.0480215261877477,0,0.334277777777778,0.221930555555556
"2022-09-05 23:30:00",81.288,56.772,1.61707190392599,0.0947957197909993,0,0.333708333333333,0.2215
"2022-09-06 23:30:00",86.346,52.335,2.01240235645921,0.193963969858171,0,0.333444444444444,0.221208333333333
"2022-09-07 23:30:00",87.255,58.152,2.52209956961172,0.274918656669112,0,0.332930555555556,0.220597222222222
"2022-09-08 23:30:00",80.713,49.116,2.04960802059331,0.198668501919384,0,0.332527777777778,0.220277777777778
"2022-09-09 23:30:00",86.119,53.209,2.3675597068768,0.369378740727776,0,0.332222222222222,0.220027777777778
"2022-09-10 23:30:00",91.029,60.39,2.95273310193877,0.360432866094056,0,0.331791666666667,0.219513888888889
"2022-09-11 23:30:00",79.084,55.992,1.3692900755927,0.0959149337703106,0,0.331416666666667,0.219472222222222
"2022-09-12 23:30:00",66.344,55.949,0.484450967005218,0.0408716695838269,0.008,0.331027777777778,0.219375
"2022-09-13 23:30:00",69.901,55.125,0.815103493125526,0.0625941378660095,0,0.330833333333333,0.219041666666667
"2022-09-14 23:30:00",76.55,49.383,1.34793566874305,0.0387622784708132,0,0.330666666666667,0.218666666666667
"2022-09-15 23:30:00",73.126,50.445,1.07405765347397,0.0586459262704768,0,0.330055555555556,0.218236111111111
"2022-09-16 23:30:00",69.858,50.445,1.0070640358071,0.115861966823775,0,0.329666666666667,0.217569444444444
"2022-09-17 23:30:00",71.146,44.127,0.928792516660075,0.0333138445229491,0,0.329513888888889,0.217236111111111
"2022-09-18 23:30:00",74.856,51.105,1.32989291716579,0.173561199566883,0,0.328972222222222,0.216847222222222
"2022-09-19 23:30:00",70.803,49.825,0.956355298040606,0.118566969440134,0,0.328652777777778,0.216472222222222
"2022-09-20 23:30:00",64.033,52.203,0.389716969231883,0.030478009388924,0.024,0.328375,0.216152777777778
"2022-09-21 23:30:00",62.577,52.378,0.174505240424899,0.0241642083738261,0.064,0.328111111111111,0.216847222222222
"2022-09-22 23:30:00",74.856,52.335,0.911530152178665,0.0216206074923708,0.008,0.327902777777778,0.216458333333333
"2022-09-23 23:30:00",75.985,47.512,1.12015711602443,0.0219066194946702,0,0.327652777777778,0.216263888888889
"2022-09-24 23:30:00",79.128,47.871,1.43462976373655,0.0687076874103518,0,0.327083333333333,0.216097222222222
"2022-09-25 23:30:00",83.779,51.764,1.73340353236259,0.092289770734115,0,0.326930555555556,0.215902777777778
"2022-09-26 23:30:00",87.483,55.038,2.1024927828713,0.145433978898593,0,0.326513888888889,0.215666666666667
"2022-09-27 23:30:00",81.288,50.311,1.46061072282389,0.0476739603811975,0,0.326,0.215527777777778
"2022-09-28 23:30:00",65.872,50.002,0.368769955092836,0.0321958307993182,0.291,0.326,0.215541666666667
"2022-09-29 23:30:00",64.247,54.169,0.16611119180246,0.0263033485803199,0.35,0.326013888888889,0.215527777777778
"2022-09-30 23:30:00",72.093,50.047,0.709182618207696,0.0189052691816485,0.008,0.325875,0.21625
"2022-10-01 23:30:00",82.753,54.343,1.69216119575781,0.0310408359374007,0,0.325625,0.216138888888889
"2022-10-02 23:30:00",83.914,53.951,1.69071322443896,0.0830293166434416,0,0.325208333333333,0.216236111111111
"2022-10-03 23:30:00",76.811,47.959,1.004562880003,0.0252207630504797,0,0.325041666666667,0.216458333333333
"2022-10-04 23:30:00",67.114,50.752,0.428845004298821,0.0261445348841475,0,0.325208333333333,0.217111111111111
"2022-10-05 23:30:00",64.845,49.959,0.234010314141279,0.0218513408245421,0.008,0.324930555555556,0.216402777777778
"2022-10-06 23:30:00",64.632,50.533,0.284988170335547,0.0188525373038296,0,0.324708333333333,0.215319444444444
"2022-10-07 23:30:00",71.661,53.341,0.578197219982826,0.0187848787058002,0.008,0.324333333333333,0.215194444444444
"2022-10-08 23:30:00",76.942,52.86,0.938454731132261,0.0197285289013747,0,0.324333333333333,0.215111111111111
"2022-10-09 23:30:00",78.645,52.029,1.32455745931699,0.0480127210119472,0,0.324180555555556,0.215069444444444
"2022-10-10 23:30:00",77.596,52.072,1.4979324418787,0.123628823272331,0,0.323513888888889,0.214916666666667
"2022-10-11 23:30:00",71.274,52.466,0.840869016321244,0.0683549924868606,0,0.323333333333333,0.21475
"2022-10-12 23:30:00",74.206,47.557,1.05902889774618,0.0303868806206459,0,0.323208333333333,0.214666666666667
"2022-10-13 23:30:00",74.338,51.062,1.0871984934719,0.119810830781324,0,0.322930555555556,0.214569444444444
"2022-10-14 23:30:00",76.507,50.18,1.2361731198731,0.101722622735669,0,0.322472222222222,0.214430555555556
"2022-10-15 23:30:00",79.92,51.94,1.50496031046879,0.201784950925684,0,0.322291666666667,0.21425
"2022-10-16 23:30:00",69.3,50.488,1.2539209678215,0.0422416713855142,0,0.322111111111111,0.214277777777778
"2022-10-17 23:30:00",71.447,50.664,0.858430305603442,0.0372227823786638,0,0.321597222222222,0.214097222222222
"2022-10-18 23:30:00",69.17,47.512,0.700672166057446,0.0242416308769808,0,0.321444444444444,0.213902777777778
"2022-10-19 23:30:00",69.343,47.109,0.698162318246624,0.0241698979233764,0,0.321333333333333,0.213638888888889
"2022-10-20 23:30:00",70.201,47.334,0.869171436916552,0.025183410343063,0,0.320958333333333,0.213486111111111
"2022-10-21 23:30:00",59.702,44.856,0.203967072115104,0.0242176431034649,0.266,0.320666666666667,0.213333333333333
"2022-10-22 23:30:00",56.772,42.247,0.27257226588298,0.0184230838472029,0.363,0.320666666666667,0.216305555555556
"2022-10-23 06:30:00",43.167,41.369,0.0197141544283236,0.0153489650630057,0.048,0.320666666666667,0.217
